post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0008886,25:23.0,Reel,140544,7946,3213,3803,1352624,1463712,874,15,451,External,10.62,Photography
IG0008887,25:23.0,Photo,29888,7976,4537,2632,1640095,1973506,1954,18,858,Reels Feed,2.28,Fashion
IG0008888,25:23.0,Reel,192677,9276,3266,9269,899771,1312334,907,16,60,Reels Feed,16.34,Fitness
IG0008889,25:23.0,Reel,174523,4307,4512,2264,771982,779346,2088,28,267,Explore,23.82,Fashion
IG0008890,25:23.0,Video,163049,7416,1898,3028,935495,1291284,1262,3,466,Home Feed,13.58,Fashion
IG0008891,25:23.0,Photo,63668,9122,2824,8380,825968,1031754,1017,22,194,Reels Feed,8.14,Photography
IG0008892,25:23.0,Reel,175540,4097,549,6208,1682659,1858630,1029,19,825,External,10.03,Fashion
IG0008893,25:23.0,Reel,93466,8100,4761,7485,1068805,1089499,1770,24,870,Home Feed,10.45,Technology
IG0008894,25:23.0,Carousel,166230,7744,4108,12479,548987,772607,496,1,818,External,24.66,Technology
IG0008895,25:23.0,Photo,103919,5891,1080,10891,1464209,1852470,1031,1,359,Explore,6.57,Fitness
IG0008896,25:23.0,Video,195582,5154,4088,1470,510070,888891,537,23,51,Explore,23.21,Travel
IG0008897,25:23.0,Photo,37795,8348,1747,8081,290778,533796,378,24,959,Explore,10.49,Food
IG0008898,25:23.0,Reel,159172,8863,669,2571,806349,998117,784,15,181,Hashtags,17.16,Beauty
IG0008899,25:23.0,Photo,112317,27,3976,11833,1684298,1701920,1880,8,515,Profile,7.53,Beauty
IG0008900,25:23.0,Video,184741,2777,2218,13339,1631412,1808856,235,28,538,External,11.23,Lifestyle
IG0008901,25:23.0,Reel,84237,9068,4478,7729,452060,689853,1389,29,151,Profile,15.29,Photography
IG0008902,25:23.0,Reel,193842,1708,1475,5222,1131600,1337998,974,27,107,Hashtags,15.12,Comedy
IG0008903,25:23.0,Photo,103708,1745,664,8178,424394,812531,1315,11,280,Home Feed,14.07,Comedy
IG0008904,25:23.0,Video,84504,2690,1889,11591,836357,1164905,733,27,133,Profile,8.64,Fitness
IG0008905,25:23.0,Video,96287,5525,2649,12096,1811736,2011431,310,29,768,Explore,5.79,Fashion
IG0008906,25:23.0,Carousel,92348,4810,785,14036,1739574,1868402,1987,14,731,Profile,5.99,Fashion
IG0008907,25:23.0,Carousel,38561,5705,710,8488,892986,1134828,592,5,455,Explore,4.71,Photography
IG0008908,25:23.0,Reel,10759,4857,2234,4509,72354,222936,1813,29,921,External,10.03,Music
IG0008909,25:23.0,Video,108295,3310,1097,13692,830168,1184715,681,18,156,Profile,10.67,Travel
IG0008910,25:23.0,Video,101401,9768,492,1641,963909,1130921,1895,30,696,Hashtags,10.02,Lifestyle
IG0008911,25:23.0,Photo,59059,9160,2842,12611,650234,967170,1652,13,225,Reels Feed,8.65,Technology
IG0008912,25:23.0,Photo,60139,9455,3485,10058,1825779,2239644,1725,19,308,Profile,3.71,Fashion
IG0008913,25:23.0,Video,142998,9075,4743,12352,284628,364734,696,10,274,Explore,46.38,Lifestyle
IG0008914,25:23.0,Video,157587,6289,520,4388,733820,1059876,1399,7,126,External,15.92,Beauty
IG0008915,25:23.0,Reel,39538,2674,1046,14511,1589945,2076524,807,27,419,Hashtags,2.78,Music
IG0008916,25:23.0,Photo,187038,7722,473,7770,680716,1084239,1026,3,334,Home Feed,18.72,Technology
IG0008917,25:23.0,Video,39947,2090,1095,11422,1731688,2183293,1188,20,232,Home Feed,2.5,Photography
IG0008918,25:23.0,Photo,18593,2399,4491,13573,1586496,1767321,1252,12,463,External,2.21,Lifestyle
IG0008919,25:23.0,Reel,1133,190,670,11106,397450,753228,337,11,600,External,1.74,Fitness
IG0008920,25:23.0,Carousel,103127,8760,3121,14944,1490713,1706280,1194,15,24,Profile,7.62,Technology
IG0008921,25:23.0,Carousel,134482,4604,2423,3137,1411624,1439636,1343,9,42,External,10.05,Photography
IG0008922,25:23.0,Photo,102435,567,4865,560,254147,322839,1480,0,386,Explore,33.59,Comedy
IG0008923,25:23.0,Reel,162757,127,1626,6813,245796,630852,1407,21,325,Explore,27.16,Photography
IG0008924,25:23.0,Video,92337,5528,373,8226,330899,693253,265,30,324,External,15.36,Photography
IG0008925,25:23.0,Video,1945,779,1212,9019,719352,789540,1117,15,698,Profile,1.64,Technology
IG0008926,25:23.0,Video,8648,2915,2169,12967,1049994,1393925,168,21,47,Explore,1.92,Music
IG0008927,25:23.0,Carousel,67594,5604,3226,4641,1926909,2181003,220,16,331,Hashtags,3.72,Technology
IG0008928,25:23.0,Photo,69860,5826,833,1928,720497,1168010,1683,19,382,External,6.72,Food
IG0008929,25:23.0,Reel,181440,3508,3510,6946,527639,738154,203,19,983,Explore,26.47,Travel
IG0008930,25:23.0,Video,23967,1610,2387,4955,1395504,1425476,967,1,842,Home Feed,2.31,Music
IG0008931,25:23.0,Reel,76214,8842,1340,4679,1467033,1946332,235,30,734,Reels Feed,4.68,Fitness
IG0008932,25:23.0,Video,145789,8394,2810,6494,24672,289278,267,15,879,Explore,56.52,Music
IG0008933,25:23.0,Photo,48121,2791,2216,1860,1151299,1403610,2020,8,289,Profile,3.92,Beauty
IG0008934,25:23.0,Photo,34128,4488,903,9980,371956,401301,946,26,68,Explore,12.33,Fitness
IG0008935,25:23.0,Carousel,72109,1716,4759,10163,1594725,2063507,6,30,188,External,4.3,Comedy
IG0008936,25:23.0,Carousel,88789,7749,2423,12295,1291444,1576842,1980,13,871,Explore,7.06,Technology
IG0008937,25:23.0,Video,146074,4743,4123,1706,852892,1064326,176,21,794,Profile,14.72,Photography
IG0008938,25:23.0,Carousel,12504,950,2272,9361,57940,335316,738,16,234,Home Feed,7.48,Technology
IG0008939,25:23.0,Video,40250,8179,4393,3810,794814,1187864,1642,2,113,Profile,4.77,Beauty
IG0008940,25:23.0,Video,90230,4009,316,3798,431356,517603,2049,0,222,Explore,19,Lifestyle
IG0008941,25:23.0,Video,80921,2769,4226,7574,1754995,2239084,1717,4,280,Reels Feed,4.26,Beauty
IG0008942,25:23.0,Photo,50314,9122,1952,12292,1280230,1645974,1791,12,753,Explore,4.48,Food
IG0008943,25:23.0,Video,54212,25,574,8705,1673858,2162352,1811,15,140,Profile,2.94,Photography
IG0008944,25:23.0,Carousel,48944,7518,2243,675,286907,515744,71,17,310,Reels Feed,11.51,Photography
IG0008945,25:23.0,Carousel,93335,7189,1056,13362,1837534,2035009,270,3,58,Reels Feed,5.65,Fashion
IG0008946,25:23.0,Reel,118839,5148,3602,3914,1194211,1506207,774,8,558,Hashtags,8.73,Lifestyle
IG0008947,25:23.0,Reel,166064,2575,614,5822,1692022,1880385,2046,3,285,Explore,9.31,Fashion
IG0008948,25:23.0,Video,193326,8264,3320,13505,475706,949434,794,9,680,External,23,Comedy
IG0008949,25:23.0,Video,27380,6631,2887,14962,1910393,2193322,272,29,735,External,2.36,Travel
IG0008950,25:23.0,Photo,158981,7668,3820,9972,1072403,1227168,293,6,143,Profile,14.7,Travel
IG0008951,25:23.0,Carousel,172506,7069,2609,1628,622950,634913,1391,3,510,Hashtags,28.95,Technology
IG0008952,25:23.0,Video,31579,7031,960,10957,578607,672208,679,29,712,Home Feed,7.52,Travel
IG0008953,25:23.0,Carousel,35910,3115,2095,12952,157699,631611,1443,18,418,Reels Feed,8.56,Photography
IG0008954,25:23.0,Video,173632,6954,2320,4803,740505,1137934,1143,22,532,Reels Feed,16.5,Beauty
IG0008955,25:23.0,Video,126726,6867,1309,6644,1056574,1086354,1963,2,584,Reels Feed,13.03,Lifestyle
IG0008956,25:23.0,Video,195664,2643,2689,6044,961683,1088965,1200,24,985,External,19.01,Technology
IG0008957,25:23.0,Photo,82864,5932,3677,5277,1120201,1201047,731,6,212,Profile,8.14,Technology
IG0008958,25:23.0,Reel,36315,9463,851,12956,1297050,1596184,2027,6,468,External,3.73,Lifestyle
IG0008959,25:23.0,Photo,122174,5058,4561,10850,1237866,1412558,1121,28,454,Reels Feed,10.1,Photography
IG0008960,25:23.0,Photo,38497,5473,837,11834,1121554,1527897,2007,3,199,Home Feed,3.71,Comedy
IG0008961,25:23.0,Reel,44888,8171,4172,8971,1673521,1953662,1786,26,399,Home Feed,3.39,Comedy
IG0008962,25:23.0,Reel,13556,8215,1786,14090,1540834,1923656,1756,27,168,Reels Feed,1.96,Technology
IG0008963,25:23.0,Photo,120469,6168,2543,14283,1365836,1645534,386,29,840,Reels Feed,8.72,Comedy
IG0008964,25:23.0,Reel,43131,8368,1534,211,1678848,1693430,1333,21,996,Profile,3.14,Photography
IG0008965,25:23.0,Video,111814,8869,4764,11695,1607512,2016158,1924,24,108,Home Feed,6.8,Food
IG0008966,25:23.0,Carousel,41615,725,2556,13818,1177410,1510701,883,28,553,Hashtags,3.89,Food
IG0008967,25:23.0,Photo,86376,9417,2164,9821,1390151,1473558,1744,3,685,External,7.31,Fashion
IG0008968,25:23.0,Photo,47007,6593,4312,6122,1891593,1963344,52,29,32,External,3.26,Music
IG0008969,25:23.0,Video,123117,6611,2710,639,1735037,2230533,1301,26,903,Hashtags,5.97,Fitness
IG0008970,25:23.0,Photo,189327,9806,3515,14014,1364847,1553976,1747,22,649,External,13.94,Travel
IG0008971,25:23.0,Video,1534,7877,3412,5858,371695,556595,1352,15,125,Profile,3.36,Comedy
IG0008972,25:23.0,Video,83765,8541,940,7426,150755,343472,419,25,591,Home Feed,29.31,Food
IG0008973,25:23.0,Video,194990,9785,127,14027,1691419,1884517,150,17,720,Home Feed,11.62,Beauty
IG0008974,25:23.0,Reel,136612,1508,2675,7422,1896102,2033406,373,5,872,Reels Feed,7.29,Lifestyle
IG0008975,25:23.0,Video,180952,6890,3675,2857,1164340,1223883,324,4,990,Reels Feed,15.88,Music
IG0008976,25:23.0,Carousel,10994,2052,915,10691,1681311,2099696,1661,21,424,Hashtags,1.17,Fashion
IG0008977,25:23.0,Video,43853,1617,4617,11946,26239,270103,98,6,447,External,22.97,Fitness
IG0008978,25:23.0,Reel,80239,4351,4549,547,502606,553937,1481,23,451,Home Feed,16.19,Food
IG0008979,25:23.0,Carousel,72325,6663,2156,3861,1257677,1630920,1971,15,775,Explore,5.21,Fashion
IG0008980,25:23.0,Video,185939,8136,3910,12073,907713,1073979,411,2,193,External,19.56,Music
IG0008981,25:23.0,Photo,5396,1986,467,11892,42506,200205,2081,6,58,Hashtags,9.86,Lifestyle
IG0008982,25:23.0,Carousel,176934,7003,3366,11484,1658089,1982811,69,4,937,Home Feed,10.03,Travel
IG0008983,25:23.0,Reel,192039,812,8,8893,1667850,1959477,1834,11,896,Profile,10.3,Food
IG0008984,25:23.0,Photo,9756,694,4037,11150,1603100,1859194,2013,1,166,Hashtags,1.38,Lifestyle
IG0008985,25:23.0,Video,157145,3177,3084,102,791934,951813,551,20,397,External,17.18,Fitness
IG0008986,25:23.0,Carousel,197682,5264,4610,285,61102,232463,69,5,382,Hashtags,89.41,Comedy
IG0008987,25:23.0,Video,49419,7653,504,619,604714,1102673,1839,17,624,Profile,5.28,Music
IG0008988,25:23.0,Carousel,94742,6697,122,11926,143807,503784,376,27,293,Profile,22.53,Fitness
IG0008989,25:23.0,Photo,123364,9197,393,13335,612678,749023,39,5,455,Reels Feed,19.53,Travel
IG0008990,25:23.0,Carousel,13183,4769,4206,7896,386771,650906,872,27,591,Explore,4.62,Lifestyle
IG0008991,25:23.0,Reel,151589,815,346,14587,115198,162810,698,26,671,Hashtags,102.78,Photography
IG0008992,25:23.0,Reel,92175,7646,4309,12932,591190,1018116,599,13,428,Home Feed,11.5,Travel
IG0008993,25:23.0,Reel,30629,6663,1028,1392,342463,793060,161,11,91,Explore,5.01,Technology
IG0008994,25:23.0,Photo,82355,9935,2255,7781,96202,525123,1848,12,917,Explore,19.49,Food
IG0008995,25:23.0,Reel,82401,5983,4893,4862,1296554,1703499,163,8,633,Home Feed,5.76,Comedy
IG0008996,25:23.0,Photo,63773,4097,4354,4683,998718,1442555,2085,29,348,Reels Feed,5.33,Music
IG0008997,25:23.0,Reel,75710,5743,3375,8590,1392863,1688162,1190,17,470,Home Feed,5.53,Beauty
IG0008998,25:23.0,Carousel,179850,1849,772,13895,1667143,1979108,1035,21,904,Hashtags,9.92,Lifestyle
IG0008999,25:23.0,Reel,87008,7397,954,10440,999267,1232465,287,11,666,Reels Feed,8.58,Photography
IG0009000,25:23.0,Photo,20635,2650,4975,11424,877148,1277613,366,18,951,Profile,3.11,Beauty
IG0009001,25:23.0,Carousel,140931,7732,174,8084,45206,505965,1807,2,40,Explore,31.01,Food
IG0009002,25:23.0,Carousel,70951,1938,4230,12853,127166,349118,48,1,588,Home Feed,25.77,Food
IG0009003,25:23.0,Photo,66403,8288,842,10174,1972514,2111740,518,5,493,Explore,4.06,Music
IG0009004,25:23.0,Carousel,129624,6197,3068,4186,1432028,1763978,388,20,953,Profile,8.11,Photography
IG0009005,25:23.0,Reel,181615,8643,4339,12124,1200175,1229116,629,20,71,Home Feed,16.82,Food
IG0009006,25:23.0,Carousel,165362,3612,3122,12325,232306,400112,599,17,866,Profile,46.09,Beauty
IG0009007,25:23.0,Reel,134669,3562,2101,2200,1352681,1567741,154,18,302,Hashtags,9.09,Photography
IG0009008,25:23.0,Carousel,20865,3928,201,11883,1512534,1585510,1753,25,296,External,2.33,Beauty
IG0009009,25:23.0,Photo,128793,1291,3110,1213,1313276,1344775,454,22,921,Profile,9.99,Travel
IG0009010,25:23.0,Video,53044,5159,4674,5632,47556,320760,1466,7,719,Hashtags,21.36,Fitness
IG0009011,25:23.0,Video,196191,5425,902,6045,1784314,2198634,406,17,837,Profile,9.49,Photography
IG0009012,25:23.0,Carousel,68283,9176,4389,10072,1629968,1911018,1936,22,487,Reels Feed,4.81,Fashion
IG0009013,25:23.0,Video,116557,4407,4939,2259,1722253,2060727,1442,26,668,Profile,6.22,Fitness
IG0009014,25:23.0,Video,145561,4859,2,5698,1985142,2249019,782,3,971,External,6.94,Fitness
IG0009015,25:23.0,Carousel,6697,171,653,14644,390587,685292,699,14,905,External,3.23,Photography
IG0009016,25:23.0,Video,142739,5523,3631,5104,113073,415627,1566,12,144,Home Feed,37.77,Comedy
IG0009017,25:23.0,Video,179423,8246,1545,14559,1154357,1477560,1094,28,230,External,13.79,Food
IG0009018,25:23.0,Video,172140,9079,4864,515,460425,896385,1497,0,895,Hashtags,20.82,Travel
IG0009019,25:23.0,Reel,113697,8980,2755,9490,1425043,1631580,1334,0,785,Profile,8.27,Comedy
IG0009020,25:23.0,Photo,120023,774,2720,2158,1754214,2180733,114,25,402,External,5.76,Comedy
IG0009021,25:23.0,Photo,17542,1545,184,2955,1944250,2263862,1898,21,790,External,0.98,Fashion
IG0009022,25:23.0,Carousel,90310,9162,2661,12762,1913254,2052145,637,9,777,External,5.6,Lifestyle
IG0009023,25:23.0,Carousel,87147,2541,3979,8548,764027,1180146,925,8,821,External,8.66,Photography
IG0009024,25:23.0,Video,11651,1953,3532,4493,1453150,1748161,2122,14,884,Hashtags,1.24,Beauty
IG0009025,25:23.0,Carousel,132870,7894,2142,11208,1425450,1899808,543,17,914,Profile,8.11,Food
IG0009026,25:23.0,Carousel,148629,1718,1014,12123,1174305,1436757,1609,5,111,Profile,11.38,Comedy
IG0009027,25:23.0,Photo,167816,1018,3130,8473,1986801,2240696,1842,8,834,Reels Feed,8.05,Travel
IG0009028,25:23.0,Carousel,91665,5382,4246,13823,1032901,1200627,892,29,993,Reels Feed,9.59,Lifestyle
IG0009029,25:23.0,Carousel,121614,6680,1975,232,97254,253192,1701,16,91,Explore,51.54,Fashion
IG0009030,25:23.0,Reel,48377,9020,1680,14643,1352143,1555671,979,19,567,Profile,4.74,Technology
IG0009031,25:23.0,Video,179814,1136,1042,10217,620892,870861,528,25,965,Reels Feed,22.07,Food
IG0009032,25:23.0,Video,108345,7286,4034,7922,387021,878177,2079,29,681,Home Feed,14.53,Technology
IG0009033,25:23.0,Reel,105066,1412,3532,12506,1200872,1657542,1944,17,510,Explore,7.39,Fitness
IG0009034,25:23.0,Reel,13491,7843,4426,7165,1839092,1983333,1832,23,454,Reels Feed,1.66,Comedy
IG0009035,25:23.0,Photo,89081,6374,4772,4302,1861421,2178562,179,25,300,Profile,4.8,Music
IG0009036,25:23.0,Reel,147600,4295,2353,4570,280587,497816,1322,18,83,Explore,31.9,Food
IG0009037,25:23.0,Video,96142,6427,4617,13914,1180514,1509751,379,6,235,Reels Feed,8.02,Beauty
IG0009038,25:23.0,Reel,8210,9654,3272,12333,349902,556051,1207,19,489,Explore,6.02,Lifestyle
IG0009039,25:23.0,Video,192591,9404,2468,12246,1369684,1846110,1837,18,149,Profile,11.74,Travel
IG0009040,25:23.0,Reel,139536,797,2584,9943,510626,753349,791,12,632,Profile,20.29,Food
IG0009041,25:23.0,Video,156126,9259,668,426,3228,5107,2079,0,261,Profile,3259.82,Beauty
IG0009042,25:23.0,Carousel,143727,1446,3242,13442,1572447,1699164,1044,28,397,Reels Feed,9.53,Photography
IG0009043,25:23.0,Reel,165640,5594,1092,12644,1625766,1918253,1616,9,4,Profile,9.64,Technology
IG0009044,25:23.0,Reel,17353,3203,4548,8906,1201345,1241962,1243,13,271,Hashtags,2.74,Photography
IG0009045,25:23.0,Carousel,81747,5195,9,918,1773898,2087171,1987,5,420,Hashtags,4.21,Lifestyle
IG0009046,25:23.0,Video,27775,3339,3113,771,51788,341282,226,23,553,Profile,10.25,Fashion
IG0009047,25:23.0,Photo,49000,3718,782,14434,96171,562766,555,18,691,Home Feed,12.07,Comedy
IG0009048,25:23.0,Photo,99764,7666,3258,4905,317078,383958,477,27,455,Home Feed,30.11,Food
IG0009049,25:23.0,Video,36310,7926,2817,3581,395075,444407,498,9,447,Profile,11.39,Music
IG0009050,25:23.0,Photo,174588,423,2180,14786,491208,672870,2075,25,480,Explore,28.53,Technology
IG0009051,25:23.0,Video,126978,6032,4265,10194,1236392,1456514,1531,2,408,Reels Feed,10.12,Technology
IG0009052,25:23.0,Carousel,30398,3217,2735,880,47752,523244,825,21,224,Profile,7.12,Food
IG0009053,25:23.0,Reel,32353,3120,402,13520,1780797,1884860,314,1,847,Home Feed,2.62,Fitness
IG0009054,25:23.0,Photo,184751,5299,3774,8557,1904958,2243061,913,4,20,Hashtags,9.02,Photography
IG0009055,25:23.0,Video,52270,3326,2502,5551,1238192,1321681,1917,18,749,Explore,4.82,Technology
IG0009056,25:23.0,Video,437,2865,880,6985,1102544,1527967,1041,21,246,Home Feed,0.73,Beauty
IG0009057,25:23.0,Reel,127845,9252,208,2319,452635,870553,643,13,839,Profile,16.04,Travel
IG0009058,25:23.0,Reel,155972,2263,2115,9675,1613118,1939323,1083,6,469,External,8.77,Comedy
IG0009059,25:23.0,Carousel,31373,6623,496,111,287701,498096,1976,30,478,Explore,7.75,Technology
IG0009060,25:23.0,Photo,92139,1267,4134,14718,1102896,1183888,420,13,438,Profile,9.48,Beauty
IG0009061,25:23.0,Video,109864,9560,3657,11742,1604055,1820366,1344,2,606,Explore,7.41,Lifestyle
IG0009062,25:23.0,Video,137703,9904,1017,12842,1728665,1886459,89,8,546,Reels Feed,8.56,Lifestyle
IG0009063,25:23.0,Carousel,54374,5311,4093,13362,1607510,1638895,544,16,496,Hashtags,4.71,Comedy
IG0009064,25:23.0,Photo,64940,5996,1896,6843,519276,710177,2153,14,317,Hashtags,11.22,Fitness
IG0009065,25:23.0,Reel,157326,9327,2098,8696,1821790,2290785,794,30,675,Reels Feed,7.75,Music
IG0009066,25:23.0,Video,53893,9023,188,4656,1139208,1626531,940,26,479,Home Feed,4.17,Comedy
IG0009067,25:23.0,Photo,189356,3338,1576,6603,1004267,1108449,808,16,476,Home Feed,18.12,Fashion
IG0009068,25:23.0,Photo,62245,38,756,4349,1476062,1872027,100,11,528,Reels Feed,3.6,Fitness
IG0009069,25:23.0,Photo,163856,7107,1803,7191,970954,1144204,476,20,252,Hashtags,15.73,Technology
IG0009070,25:23.0,Reel,151382,6221,2547,1004,1729868,1907045,1165,15,201,Reels Feed,8.45,Comedy
IG0009071,25:23.0,Carousel,159067,7992,2187,12473,42133,161226,1520,7,699,External,112.71,Photography
IG0009072,25:23.0,Photo,179385,9996,2794,11034,423603,647448,1020,8,18,Home Feed,31.39,Lifestyle
IG0009073,25:23.0,Photo,193388,7606,3809,1674,1394773,1702946,1945,17,333,Hashtags,12.12,Beauty
IG0009074,25:23.0,Carousel,66918,9201,2620,8410,1460054,1770368,2185,24,525,Hashtags,4.92,Comedy
IG0009075,25:23.0,Reel,58827,108,3662,14620,1043932,1328657,2114,9,857,External,5.81,Photography
IG0009076,25:23.0,Reel,161562,8412,1111,1849,331267,556743,533,11,171,External,31.06,Fitness
IG0009077,25:23.0,Carousel,11543,5832,3983,1433,1981974,2190959,1215,20,602,External,1.04,Fashion
IG0009078,25:23.0,Photo,85252,6922,3681,5178,430764,833665,1706,17,43,Explore,12.12,Beauty
IG0009079,25:23.0,Carousel,67512,1467,211,902,1516923,1635491,59,1,192,Hashtags,4.29,Travel
IG0009080,25:23.0,Video,174375,8359,2746,3294,1078225,1531638,1223,19,301,Explore,12.32,Fashion
IG0009081,25:23.0,Video,85013,8928,2067,11070,1457676,1480082,699,30,20,External,7.23,Technology
IG0009082,25:23.0,Reel,88520,9425,4326,14467,1132055,1258181,637,11,793,Home Feed,9.28,Photography
IG0009083,25:23.0,Video,44482,5821,185,13075,171881,456337,1195,24,462,Reels Feed,13.93,Comedy
IG0009084,25:23.0,Photo,4584,156,1706,2436,967943,1231401,261,24,249,Home Feed,0.72,Comedy
IG0009085,25:23.0,Carousel,139501,3730,474,3630,1207325,1395552,1979,22,644,Home Feed,10.56,Food
IG0009086,25:23.0,Carousel,162950,5986,4791,12569,1317893,1785921,721,15,297,Profile,10.43,Lifestyle
IG0009087,25:23.0,Carousel,141930,4599,3448,12984,214855,499021,1247,28,254,Home Feed,32.66,Technology
IG0009088,25:23.0,Video,105772,1122,243,3914,61122,469359,1411,2,229,Profile,23.66,Photography
IG0009089,25:23.0,Video,111045,2421,2665,1789,334640,388466,732,24,483,Reels Feed,30.36,Comedy
IG0009090,25:23.0,Reel,198610,3197,3128,4538,1167375,1419650,1774,24,695,External,14.76,Travel
IG0009091,25:23.0,Reel,15196,7949,82,545,1611477,2095059,167,2,706,Profile,1.13,Beauty
IG0009092,25:23.0,Reel,181126,1488,88,3610,1316554,1552762,1206,24,297,Home Feed,12,Technology
IG0009093,25:23.0,Video,315,6767,3551,4661,1767173,2004965,1277,8,709,Profile,0.76,Fitness
IG0009094,25:23.0,Video,62453,8096,3528,11797,1281908,1291391,1994,20,724,Reels Feed,6.65,Travel
IG0009095,25:23.0,Carousel,83118,6185,2443,5932,1470579,1713873,2041,7,907,Profile,5.7,Beauty
IG0009096,25:23.0,Carousel,60105,6603,4087,5497,23595,243378,1900,25,611,Home Feed,31.35,Music
IG0009097,25:23.0,Carousel,5602,1247,1514,14117,1938838,2017242,1128,15,51,Reels Feed,1.11,Lifestyle
IG0009098,25:23.0,Photo,106229,7773,3369,14904,1497880,1888562,643,24,483,Hashtags,7,Technology
IG0009099,25:23.0,Photo,134841,7751,4655,126,850737,1114469,73,20,494,External,13.22,Photography
IG0009100,25:23.0,Photo,72287,983,1178,1789,162094,605089,969,16,46,External,12.6,Fashion
IG0009101,25:23.0,Carousel,78404,9497,1090,4042,382189,732979,1463,29,551,Explore,12.69,Beauty
IG0009102,25:23.0,Reel,96703,9432,3564,11627,46817,177641,615,21,949,Profile,68.3,Fitness
IG0009103,25:23.0,Photo,146278,1508,3881,2255,996638,1079691,1933,9,591,External,14.26,Comedy
IG0009104,25:23.0,Carousel,55640,9432,3753,2311,434205,913257,116,27,566,Explore,7.79,Fashion
IG0009105,25:23.0,Video,108136,8156,136,2022,1050223,1145986,1979,30,111,Hashtags,10.34,Travel
IG0009106,25:23.0,Reel,188079,5696,4001,4492,764833,984894,699,12,903,Profile,20.54,Lifestyle
IG0009107,25:23.0,Video,44522,8841,3311,7615,1615097,1748283,2151,28,634,Hashtags,3.68,Photography
IG0009108,25:23.0,Video,148298,6031,2417,2251,875924,957677,1620,0,298,Explore,16.6,Fashion
IG0009109,25:23.0,Reel,35750,8609,4250,6173,18315,110053,2024,30,34,Hashtags,49.78,Fitness
IG0009110,25:23.0,Photo,86927,8257,427,10225,621145,984410,1779,23,147,Home Feed,10.75,Beauty
IG0009111,25:23.0,Carousel,133832,1253,2219,5293,1436151,1580308,143,24,901,Profile,9.02,Photography
IG0009112,25:23.0,Photo,88931,3857,4893,14771,1336475,1490611,1856,23,896,Hashtags,7.54,Music
IG0009113,25:23.0,Carousel,117453,3660,4238,2286,1311574,1457482,1771,9,308,Reels Feed,8.76,Comedy
IG0009114,25:23.0,Video,129261,1734,4208,7179,412043,650796,232,15,820,Reels Feed,21.88,Lifestyle
IG0009115,25:23.0,Video,28020,3358,1496,4587,1014576,1491581,1917,14,575,Home Feed,2.51,Fashion
IG0009116,25:23.0,Carousel,79788,2257,1196,13603,866284,1134245,1904,27,527,Explore,8.54,Lifestyle
IG0009117,25:23.0,Video,111511,3483,866,7675,283257,461401,1035,19,681,Hashtags,26.77,Lifestyle
IG0009118,25:23.0,Carousel,98618,6812,468,12899,799144,998649,280,5,858,Hashtags,11.9,Lifestyle
IG0009119,25:23.0,Carousel,24340,1460,4187,2106,1063380,1391786,1107,5,317,Home Feed,2.31,Beauty
IG0009120,25:23.0,Photo,92961,8698,4073,530,1098000,1517261,2185,23,818,Reels Feed,7,Lifestyle
IG0009121,25:23.0,Carousel,125879,6020,4498,10591,1277595,1766544,1847,0,154,Reels Feed,8.32,Music
IG0009122,25:23.0,Video,147832,8893,539,1094,1920101,2310942,667,12,538,Hashtags,6.85,Travel
IG0009123,25:23.0,Photo,81392,8266,3226,4757,808448,1069813,947,0,326,Hashtags,9.13,Fitness
IG0009124,25:23.0,Carousel,82243,5494,2739,3614,1404576,1532063,1861,7,735,Profile,6.14,Photography
IG0009125,25:23.0,Carousel,47121,1197,2527,11762,1538742,1770843,415,8,586,Home Feed,3.54,Music
IG0009126,25:23.0,Video,146582,6939,1363,11074,1595721,1756610,1165,29,350,Home Feed,9.45,Photography
IG0009127,25:23.0,Photo,184204,54,4850,3444,1702147,1822268,394,8,821,External,10.57,Fitness
IG0009128,25:23.0,Video,169844,9895,3031,12328,102821,420444,2081,29,173,Reels Feed,46.4,Travel
IG0009129,25:23.0,Photo,101153,3601,1280,10099,1783529,2220305,692,21,778,Reels Feed,5.23,Technology
IG0009130,25:23.0,Reel,167183,9033,3884,5856,795692,959121,1084,1,148,Hashtags,19.39,Photography
IG0009131,25:23.0,Photo,144368,7979,2096,8001,1237112,1677952,131,25,200,Hashtags,9.68,Photography
IG0009132,25:23.0,Carousel,141036,1161,4031,11564,1833409,1995146,784,11,752,External,7.91,Travel
IG0009133,25:23.0,Video,132918,2605,1152,1820,593825,659289,1233,30,338,Profile,21.01,Fashion
IG0009134,25:23.0,Carousel,120080,101,4933,11991,81815,427783,1763,1,113,Home Feed,32.05,Music
IG0009135,25:23.0,Carousel,154109,7491,2778,4702,217408,443638,523,20,366,Explore,38.11,Fashion
IG0009136,25:23.0,Reel,179333,1937,3901,8819,1464719,1864422,433,0,226,Hashtags,10.4,Fashion
IG0009137,25:23.0,Video,80143,2896,4004,10350,1569697,1620328,1222,17,485,Hashtags,6.01,Fashion
IG0009138,25:23.0,Carousel,10860,7224,2927,6709,1294329,1378795,1792,20,679,Profile,2.01,Lifestyle
IG0009139,25:23.0,Photo,1067,8586,2799,5679,69877,354103,824,25,730,Profile,5.12,Comedy
